title_clean,job_count,companies,salary_min,salary_max,skills,company_count,skill_count
Data Engineer,121,"['CMC-APAC PRIVATE LIMITED', 'LAWGORITHM PRIVATE LIMITED', 'SYNAPXE PTE. LTD.', 'HORIZON COMPUTER MANAGEMENT PTE. LTD.', 'TALENTVIS SINGAPORE PTE. LTD.', 'THE EDGE CONTRACTING SERVICES PTE. LTD.', 'SPH MEDIA LIMITED', 'INNOVATIVE CONSULTING PTE. LTD.', 'V-ELEGANT PTE. LTD.', 'NSEARCH GLOBAL PTE. LTD.', 'WE-PLUS PTE. LTD.', 'VANGUARD SOFTWARE PTE. LTD.', 'FLINTEX CONSULTING PTE. LTD.', 'ROBERT HALF INTERNATIONAL PTE. LTD.', 'XIAOMI TECHNOLOGIES SINGAPORE PTE. LTD.', 'IT CONSULTANCY & SERVICES PTE LTD', 'AVN DIGITAL PTE. LTD.', 'RUDER FINN ASIA PTE LTD', 'HAYS SPECIALIST RECRUITMENT PTE. LTD.', 'DCI CONSULTANTS PRIVATE LIMITED', 'ASTREYA ASIA PACIFIC PTE. LIMITED', 'BUSINESS EDGE PERSONNEL SERVICES PTE LTD', 'SISTIC.COM PTE LTD', 'VINOVA PTE. LTD.', 'QUESS SELECTION & SERVICES PTE. LTD.', 'DUOTECH PTE. LTD.', 'GOOGLE ASIA PACIFIC PTE. LTD.', 'AVENSYS SERVICES PTE. LTD.', 'ITCAN PTE. LIMITED', 'RAPSYS TECHNOLOGIES PTE. LTD.', 'THE GREAT EASTERN LIFE ASSURANCE COMPANY LIMITED', 'ANCHOR SEARCH GROUP PTE. LTD.', 'INTELLECT MINDS PTE. LTD.', 'PERCEPT SOLUTIONS PTE. LTD.', 'OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD', 'STMICROELECTRONICS PTE LTD', 'OVERSEA-CHINESE BANKING CORPORATION LIMITED', 'WECRUIT PTE. LTD.', 'SCIENTEC CONSULTING PTE. LTD.', 'ALLEGIS GROUP SINGAPORE PRIVATE LIMITED', 'PERSOL SINGAPORE PTE. LTD.', 'TOPPAN ECQUARIA PTE. LTD.', 'COMBUILDER PTE LTD', 'MORGAN MCKINLEY PTE. LTD.', 'PERSOL TECH SERVICES PTE. LTD.', 'TENTACLE INFOTECH (S) PTE. LTD.', 'AIRWALLEX (SINGAPORE) PTE. LTD.', 'AVENSYS CONSULTING PTE. LTD.', 'TECHEMERGE SOLUTIONS PTE. LTD.', 'QUANTUM INFOTECH SOLUTIONS PTE. LTD.', 'MICHAEL PAGE INTERNATIONAL PTE LTD', 'TIANCHENG ELECTRICAL MARINE EQUIPMENT PTE. LTD.', 'NEUTRON PTE. LTD.', 'BASIL TECHNOLOGIES PTE. LTD.', 'ZENITH INFOTECH (S) PTE LTD.', 'ILLUMINA INTERNATIONAL GENOMICS PTE. LTD.', 'WEBSPARKS PTE. LTD.', 'BIGTAPP PTE. LTD.', 'NICOLL CURTIN TECHNOLOGY PTE. LTD.', 'TALENT PULSE PTE. LTD.', 'ADECCO PERSONNEL PTE LTD', 'TUNDRA TECHNICAL SOLUTIONS SINGAPORE PTE. LTD.', 'NSCALE OPERATIONS APAC PTE. LTD.', 'RAZER (ASIA-PACIFIC) PTE. LTD.', 'MICHAEL PAGE (PERSONNEL) PTE. LTD.', 'MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD', 'HORIZON SOFTWARE PTE. LTD.', 'TALENTSIS PTE. LTD.', 'TRINITY CONSULTING SERVICES PTE. LTD.', 'GECO ASIA PTE. LTD.', 'JALANDHAR SC PTE. LTD.', 'NAS EDUCATION PTE. LTD.', 'NETWORK GUARD PTE. LTD.']",800,78000,"['Data Pipeline', 'Data Engineering', 'Python', 'Computer Science', 'Data Governance', 'ETL', 'ETL Tools', 'Data Science', 'Design', 'Computer Engineering', 'Data Infrastructure', 'AWS', 'Data Lake', 'SQL', 'Java', 'Databricks', 'Data Integration', 'Data Modelling', 'Scala', 'Data Warehousing', 'Apache Spark', 'Pipelines', 'Data Architecture', 'Performance Tuning', 'PySpark', 'Data Quality Assurance', 'Data Transformation', 'Analytics Support', 'Data Management Services', 'integrate Data sources', 'Liaising with cross functional teams', 'Big Data Framework', 'Azure Data Lake', 'Data Structures', 'Dashboards', 'Data Warehouse Systems', 'Power BI', 'Security', 'Development', 'Tableau', 'Data Warehouse Architectures', 'SQL Development', 'Governance', 'Spark SQL', 'Machine Learning', 'Scalability', 'Azure Data Factory', 'Systems Design', 'Data Analysis', 'Stakeholder Management', 'Metadata Management', 'Maintenance of data integrity', 'data integration projects', 'NoSQL', 'Retention Management', 'Data Mining', 'Translate Into Technical Requirements', 'Problem Solving', 'Apache Kafka', 'large datasets', 'Pipeline Management', 'Data Quality Standards', 'Structured data analysis', 'Backend Development', 'Pipeline Development', 'Transformation', 'Information Technology', 'Storage Architecture', 'Data Management', 'Airflow', 'requirements from stakeholders', 'Standards Compliance', 'CI/CD', 'Cloud Computing Application', 'data understanding', 'Data Quality Checks', 'Data Warehousing Design', 'Analytical and Problem-Solving Skills', 'Dashboard Construction', 'Workflow Orchestration', 'Programming', 'Cloud Infrastructure', 'Cloud-Based Platform', 'Git', 'Informatica', 'Software Engineering', 'Cloud Migration', 'API', 'Microsoft Azure', 'ETL specification', 'design database schemas', 'Model Deployment', 'Code collaborator', 'Collaborating With Product Managers', 'Agile Delivery', 'Design-Build', 'Data Marts', 'Collaboration With Stakeholders', 'Database Design', 'DBT']",73,100
Data Entry Officer,1,['THATZ INTERNATIONAL PTE LTD'],3000,4000,"['Business Administration', 'Information Technology Requirements', 'Migration Projects', 'Records Management', 'Data Quality Standards', 'maintaining spreadsheets', 'Database Support', 'Productivity Improvement', 'Sorting', 'Project Timeline', 'Data Migration', 'Spreadsheets', 'Administrative Support', 'Migration Practices', 'Enterprise Database System Administration', 'Data Validation']",1,16
Data Governance,1,['AM INTELLIGENCE (PTE. LTD.)'],9500,10000,"['Negotiation', 'Data Protection Regulation', 'Trademarks', 'Technology Risk Management', 'Corporate Governance', 'AI Governance', 'Vetting', 'Interpersonal Skills', 'Compliance Solutions', 'Company Secretarial Work', 'IP', 'Corporate Law', 'Legal Compliance', 'Data Protection Management', 'Legal Issues']",1,15
Data Infra Platform Engineer,1,['THALES SOLUTIONS ASIA PTE. LTD.'],7000,12000,"['Address Potential Issues', 'Test Equipment', 'Kubernetes', 'Core Data (Software)', 'Governance', 'Platform Management', 'Computer Science', 'Cloud Infrastructure', 'Reusable Code', 'ElasticSearch', 'Interfacing Systems', 'Data Exploration', 'Services Solutions', 'Data Infrastructure', 'Technology Upgrades', 'Education']",1,16
Data Labelling Engineer,3,['MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD'],4500,6000,"['Data Sharing', 'Data Classification', 'Engineering Data', 'Data Annotation', 'Sample Management', 'Business Understanding', 'Business Data Analysis', 'Survey sampling', 'Recording of Data', 'Algorithm Development', 'classification standards', 'Support Strategy', 'Artificial Intelligence', 'Passion for Technology', 'scientific discipline', 'Computer Science', 'Error Handling', 'Machine Learning', 'Sampling', 'Microsoft Excel', 'Taxonomy', 'SQL', 'Attention to Detail', 'Python', 'Data Storage', 'Record Keeping', 'Multitasking', 'Efficiency Improvement']",1,28
Data Management Analyst,1,['ALLEGIS GROUP SINGAPORE PRIVATE LIMITED'],5000,10000,"['Enterprise Software Industry', 'Technical Skills', 'Commercial Issue Management', 'Data Management', 'Data Operations', 'Data Governance', 'Data Quality Assurance', 'Requirements Documentation', 'Adaptability', 'Analytical and Problem-Solving Skills', 'leading stakeholders', 'Business Analysis Management', 'SQL Development', 'Stakeholder Management', 'Self-starter', 'Able To Work Independently']",1,16
Data Management Specialist,1,['MALTEM ASIA PTE. LTD.'],5000,7000,"['Tableau', 'Snowflake Cloud Data Warehouse', 'UAT', 'support business users', 'User Acceptance Testing (UAT)', 'Service Level Agreement', 'Software Implementation', 'Functional Specifications', 'Computer Science', 'Data Quality Assurance', 'Monitoring', 'Data Engineering', 'Python', 'Support Documents', 'User Acceptance Testing', 'Functionality Enhancements', 'Field Studies', 'Uat Testing']",1,18
Data Migration,1,['MENRVA PTE. LTD.'],8000,11000,"['Legal Proceedings', 'Waterfall Methodology', 'System Delivery', 'Review of specifications', 'Software Defect Management', 'Data Migration Services', 'Reconciliation', 'commercial collection', 'Problem Solving', 'Functional Design', 'Translate Into Technical Requirements', 'Data Migration Strategy', 'Data Migration', 'Data Migration Automation', 'Business Rules Engines', 'Work in A Fast Paced Environment', 'Data Conversion', 'Mapping']",1,18
Data Migration Specialist,1,['KULICKE & SOFFA PTE. LTD.'],6500,8500,"['Oracle Cloud', 'RMAN', 'Validation', 'Oracle Support', 'Oracle Fusion', 'Oracle ERP', 'HDL', 'Oracle Collaboration Suite', 'VMware Fusion', 'Oracle Integration Cloud (OIC)', 'Oracle Ebs', 'PL/SQL Developer', 'Data Migration Strategy', 'Oracle Fusion Middleware', 'Data Migration', 'Cloud-based', 'Automation Strategy', 'API', 'Oracle Fusion Applications']",1,19
Data Modeller,3,"['U3 INFOTECH PTE. LTD.', 'U3 SOLUTIONS PTE. LTD.', 'U3 PROJECTS PTE. LTD.']",7000,9500,"['ER Studio', 'Modeling Tool', 'Storage Architecture', 'Logic in computer science', 'Data Blending', 'Databricks', 'Data Dictionary', 'Version Control Systems', 'Financial Modelling', 'Investment Portfolio', 'Oracle Database Administration', 'Metadata Management', 'Enterprise Database System Administration', 'performance tuning of Queries', 'Developing Documentation', 'Analytical Modelling', 'Data Pipeline', 'Architecture Governance', 'Database Tuning']",3,19
Data Operations Analyst,1,['BYTEDANCE PTE. LTD.'],6000,13333,"['Ai', 'Public Key Infrastructure', 'student applications', 'Medical Degree', 'Quality Assessment', 'Data Intelligence', 'Tools Development', 'Theoretical Models', 'Agent-based Modeling', 'Create case studies', 'Business Growth', 'AI Safety', 'Statistical Analysis', 'Data Annotation', 'IT Project Leadership', 'establish quality processes']",1,16
Data Platform Engineer,2,['V-ELEGANT PTE. LTD.'],3200,6000,"['Machine Learning', 'Design', 'R Programming', 'ETL Tools', 'Natural Language Processing', 'Quantitative Analysis', 'Economics', 'Data Mining', 'Python', 'Cloud-Based Platform', 'Generative AI', 'Data Science', 'Java', 'Sas Intelligence Platform', 'Enterprise Database System Administration', 'data integration projects']",1,16
Data Privacy Analyst,1,['UL INTERNATIONAL-SINGAPORE PRIVATE LIMITED'],5000,7500,"['privacy programs', 'Data Protection', 'Data Protection Regulation', 'Regional Management', 'Privacy Strategy', 'Compliance Testing', 'process maintenance', 'Data Protection Legislation', 'Infocomm Security and Data Privacy', 'Personal Data Protection', 'privacy guidelines', 'implementing data protection', 'privacy and data protection', 'Privacy Law', 'Data Privacy', 'Data security platforms', 'Data Protection Management', 'Liaising With Vendors', 'privacy specialist']",1,19
Data Processor,1,['OMS GEOMETRA SURVEY PTE. LTD.'],3500,4500,"['meeting project deadlines', 'Project Database Management', 'Geographical Information System (GIS)', 'Microsoft Excel', 'Topographic Surveys', 'Geoscience', 'Analytical Skills', 'As-Built Drawings', '3D Rendering', 'Hydrology', 'Hydrography', 'Quality Checking', 'Technical Report Writing', 'ArcGIS', 'Modelling', 'AutoCAD', 'Offshore Projects', 'Geomatics', 'SketchUp', 'IIA Standards']",1,20
Data Product Manager,1,['KOOBITS LEARNING PTE. LTD.'],6000,9000,"['delivering KPIs', 'Analytics Support', 'Sales', 'retention rate', 'Financial Economics', 'project reporting requirements', 'Event Management Support', 'Cross Functional Project Management', 'Marketing', 'Business Requirement Analysis', 'Franchise Operations', 'Metrics Reporting', 'Engagement Metrics', 'Customer Satisfaction', 'Product Data Management', 'Reporting & Analysis']",1,16
Data Quality & Governance Product Manager,1,['SHOPEE SINGAPORE PRIVATE LIMITED'],5500,8000,"['Maintain Discipline', 'defined technical requirements', 'Data Quality Assurance', 'Metrics Reporting', 'Business Glossary', 'Liaise With Technical Teams', 'Television Commercial', 'Anomaly Detection', 'Compliance Issues', 'Technical Delivery', 'Data Quality Management', 'Group Finance', 'SQL Development', 'Stakeholder Management', 'Regulatory Frameworks', 'Structured Finance']",1,16
Data Science Engineer,1,['HAIER SINGAPORE INVESTMENT HOLDING PTE. LTD.'],5000,8000,"['Machine Learning', 'Scalability', 'Data Analysis', 'Pipelines', 'MySQL', 'ETL', 'Data Integration', 'Data Engineering', 'SQL', 'Python', 'Data Science']",1,11
Data Scientist,57,"['DSBJ PTE. LTD.', 'INNOWAVE TECH PTE. LTD.', 'SPH MEDIA LIMITED', 'SOFTENGER (SINGAPORE) PTE. LTD.', 'INFRASOFT TECHNOLOGIES PTE LTD', 'JABIL CIRCUIT (SINGAPORE) PTE. LTD.', 'SKILLS AND WORKFORCE DEVELOPMENT AGENCY (FORMER SSG)', 'HYUNDAI MOTOR GROUP INNOVATION CENTER IN SINGAPORE PTE. LTD.', 'Skills and Workforce Development Agency', 'SERVICE CONNECTIONS HR CONSULTANCY PTE. LTD.', 'FLINTEX CONSULTING PTE. LTD.', 'THALES SOLUTIONS ASIA PTE. LTD.', 'XIAOMI TECHNOLOGIES SINGAPORE PTE. LTD.', 'HCL SINGAPORE PTE. LTD.', 'MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD.', 'NATIONAL CANCER CENTRE OF SINGAPORE PTE LTD', 'DUOTECH PTE. LTD.', 'ITCAN PTE. LIMITED', 'HANSING RECRUITMENT PTE. LTD.', 'RAPSYS TECHNOLOGIES PTE. LTD.', 'PEOPLE PROFILERS PTE. LTD.', 'ANCHOR SEARCH GROUP PTE. LTD.', 'ETHOS SEARCH ASSOCIATES PTE. LTD.', 'RESOURCE HUNT PTE. LTD.', 'ALLEGIS GROUP SINGAPORE PRIVATE LIMITED', 'PASONA SINGAPORE PTE. LTD.', 'MORGAN MCKINLEY PTE. LTD.', 'FLASHFLOW PTE. LTD.', 'TITANSOFT PTE. LTD.', 'RN CARE PTE. LTD.', 'HITACHI RAIL SINGAPORE PTE. LTD.', 'NICOLL CURTIN TECHNOLOGY PTE. LTD.', 'ADECCO PERSONNEL PTE LTD', 'TALENT PULSE PTE. LTD.', 'MICHAEL PAGE (PERSONNEL) PTE. LTD.', 'ASK & EMBLA GALACTIC PTE. LTD.']",3000,22000,"['Python', 'Machine Learning', 'Data Science', 'Computer Science', 'Statistics', 'SQL', 'Mathematics', 'Data Visualisation', 'Predictive Analytics', 'Artificial Intelligence', 'Data Engineering', 'large datasets', 'Natural Language Processing', 'MES', 'Design', 'Liaising with cross functional teams', 'R Programming', 'Tableau', 'Stakeholder Engagement', 'Model Deployment', 'requirements from stakeholders', 'Stakeholder Management', 'Dashboards', 'Data Governance', 'Data Mining', 'Prediction', 'Algorithm Development', 'Generative AI', 'Data Analysis', 'Clustering', 'scikit-learn', 'Influencing Key Stakeholders', 'ETL', 'Data Insight', 'Root Cause Analysis', 'Analytics Support', 'Analytical Modelling', 'Predictive Modeling', 'Applied Mathematics', 'Classification', 'TensorFlow', 'AWS', 'Anomaly Detection', 'Operations Research', 'Data Pipeline', 'Pandas', 'Energy', 'Process Modelling', 'Data Infrastructure', 'Workflow Solutions', 'Data Modelling', 'Scripting', 'Process Flows', 'Efficiency', 'Project Management Support', 'Management', 'Quantitative Analysis', 'Technical Presentations', 'PyTorch', 'NumPy', 'Airflow', 'Design of Experiments', 'AI Models', 'Prescriptive Analytics', 'Feature Engineering', 'Statistical Knowledge', 'Creative Thinking', 'Model Evaluation', 'Collaboration', 'OEE', 'WIP', 'Monitor Kpis', 'Cross Functional Project Management', 'Architectural Visualization', 'Requirements Gathering', 'build forecasting models', 'Data Model Design', 'Identifying Trends', 'Matplotlib', 'Communication', 'Git', 'CSS', 'Linear Programming', 'Industrial Engineering', 'Cloud Services', 'Java', 'Computer Programming', 'API', 'Discrete Event Simulation', 'Scala', 'Recruiting', 'Data Processing', 'implement production', 'quantitative methodologies', 'Evaluation', 'Workforce Management', 'Performance Metrics', 'Pipelines', 'scalable solutions', 'audience research']",36,100
Data Specialist,2,['SCIENTE INTERNATIONAL PTE. LTD.'],3000,4500,"['Microsoft Excel', 'Data Analysis', 'Data Management', 'SQL', 'Python', 'Business Requirements Document', 'Data Capture', 'UAT', 'Integrated Project Delivery', 'Data Profiling', 'Project Implementation', 'User Acceptance Testing', 'Process Definition', 'QlikSense', 'Hadoop Database', 'ETL']",1,16
Data Tech Lead / Data Developer Lead,1,['JOYTANA GAMES PTE. LTD.'],8000,12000,"['Domain Names', 'Internet Product Development', 'OLTP', 'Electronic Trading System Management', 'Technology Adoption and Innovation', 'Data Cleansing', 'SQL Tuning', 'Root Cause Analysis', 'Design database architectures', 'Computer Science', 'Business Requirement Analysis', 'Large-scale Data Analysis', 'Troubleshooting Performance Issues', 'object-oriented database', 'High-Performance Systems', 'Oracle Database Administration']",1,16
Data Tech Lead/ Data Developer Lead,1,['HIGOGAME PTE. LTD.'],8000,12000,"['Communication', 'Domain Names', 'Internet Product Development', 'OLTP', 'Electronic Trading System Management', 'Data Cleansing', 'Data Solutions', 'MySQL', 'Design database architectures', 'Computer Science', 'Large-scale Data Analysis', 'Troubleshooting Performance Issues', 'Attention to Detail', 'SQL Server', 'Database Maintenance', 'Emergency Response Procedures', 'object-oriented database', 'Oracle Database Administration', 'OLAP', 'Team Player']",1,20
Data Technical Manager,1,['APAR TECHNOLOGIES PTE. LTD.'],7000,8000,"['Cloud Technologies', 'Coordination', 'Senior Executive Leadership', 'Cloud Migration', 'Timeline Development', 'Agent-based Modeling', 'Potential Risks', 'Data Management Services', 'set team goals', 'Liaise With Stakeholders', 'Office Software', 'Microsoft Project', 'Estimating', 'scope definition', 'Stakeholder Management', 'Technical Scope']",1,16
Dc13385212,1,['ROBERT HALF INTERNATIONAL PTE. LTD.'],10000,12000,"['Data Mapping', 'Asset Management', 'Remediation', 'Data Maintenance', 'Outlook Express', 'Fund Administration', 'Data Governance', 'Intercompany reporting', 'Financial Modelling', 'Technical Delivery', 'Financial Data']",1,11
Director / Program Manager,1,['TANGSPAC CONSULTING PTE LTD'],20000,25000,"['International Conferences', 'Recommendations for Approval', 'Business Intelligence and Data Analytics', 'Stream Processing', 'Banking Compliance', 'Governance', 'Information Technology', 'Project Planning', 'Data Governance', 'Computer Science', 'Programme Delivery', 'Data Management Services', 'Administrative Skills', 'Teaching Experience', 'Banking', 'Financial Services']",1,16
Employment Opportunity,3,['ITCAN PTE. LIMITED'],3000,12000,"['Graduate Recruitment', 'Collaborate With Engineers', 'Speech Technology', 'AI Agents', 'Computer Engineering', 'creating charts', 'Pipeline Development', 'Parsers', 'Large-scale Data Analysis', 'Knowledge Base', 'integrate Data sources', 'Batch Management', 'Self-starter', 'pipeline information', 'Terminology Management', 'Machine Learning', 'large datasets', 'Design of Experiments', 'data cube', 'Unix Scripting', 'Algorithm Optimization', 'Natural Language Processing', 'Computer Proficiency', 'AI Models', 'Prescriptive Analytics', 'Technology Planning', 'Statistical Analysis', 'Data Science', 'Analytical Methods Development', 'Clustering', 'Project Management Support', 'Data Pipeline', 'Datastream']",1,33
"Engineer, Data Management",2,"['OFFSHORE FRONTIER SOLUTIONS PTE. LTD.', 'MODEC OFFSHORE PRODUCTION SYSTEMS (SINGAPORE) PTE. LTD.']",7000,9500,"['Communication', 'Digital Transformation Program', 'Pipelines', 'Documentation', 'ETL', 'Open Source', 'Engineering Data', 'Data Engineering', 'Project Information Management', 'Liaise With Stakeholders', 'Data Science', 'Team Player', 'Stakeholder Management']",2,13
Enterprise Data And Analytics – System Analyst,1,['VY SYSTEMS PTE. LTD.'],7500,8500,"['Liaising with cross functional teams', 'Analytics Support', 'Informatica Powercenter', 'Enterprise Integration Solution', 'Regulatory Compliance', 'Hadoop Database', 'Root Cause Analysis', 'Problem Solving', 'Defining Test Strategies', 'SQL Programming', 'Structured Text', 'Regulatory Documentation', 'Banking', 'Data Infrastructure', 'Data security platforms', 'Knowledge Graph']",1,16
Enterprise Data Delivery Lead,1,['CAPGEMINI SINGAPORE  PTE. LTD.'],10000,20000,"['Data Analysis', 'Analytical Skills', 'Banking Compliance', 'Data Management', 'Programme Delivery', 'Multi-Vendor Environment', 'Data Management Services', 'Programme Office', 'Data Architecture', 'Data Science', 'Data Infrastructure', 'Risk Compliance and Governance', 'Regional Programme', 'Data security platforms']",1,14
Enterprise Data Platform Architect – Master Data & Lakehouse Transformation,1,['MENRVA PTE. LTD.'],15000,16666,"['Machine Learning', 'Application Architecture', 'Business Architecture', 'Influencing', 'Database Migrations', 'Pipeline Management', 'Architect', 'Governance', 'Cloud Native Architecture', 'Platform Architecture', 'Databricks', 'Data Engineering', 'Architecture Management', 'Enterprise Architecture', 'Data Architecture', 'Cloud Services', 'GCP', 'Architectural History']",1,18
Executive,1,['NATIONAL UNIVERSITY OF SINGAPORE'],3800,4800,"['Git', 'Mathematics', 'Artificial Intelligence', 'Computer Science', 'Python', 'Engineering', 'Generative AI', 'Statistics', 'Data Science', 'Application Programming Interface (API)']",1,10
"Executive, Data Protection",1,['Bright Hill Evergreen Home'],3500,4200,"['Written and Verbal Communication Abilities', 'Resourceful', 'Compliance Knowledge', 'Office Applications', 'Interpersonal Skills', 'Task Completion', 'Enthusiasm to learn', 'Analytical and Problem-Solving Skills', 'Manage Timelines', 'Collaboration With Stakeholders', 'Challenge Driven']",1,11
Facilities Management Engineer / Data Centre Engineer,2,['STAR CAREER CONSULTING PTE. LTD.'],4500,5200,"['Preventive Maintenance', 'Hardware', 'Business Continuity', 'Data Centre environments', 'Electrical', 'Risk Management', 'Environmental Health', 'Data Centre Facilities Management', 'Emergency Response', 'Cabling', 'Electrical Engineering', 'Facilities Management']",1,12
Fullstack Engineer,1,['TIKTOK PTE. LTD.'],12000,24000,"['Wealth Management', 'Asset Management', 'CSS', 'Data Structures', 'Interpersonal Skills', 'AngularJS', 'Application Development', 'JavaScript', 'Administration', 'Written Communication', 'Debugging']",1,11
"Fullstack Engineer , Tiktok Live",1,['TIKTOK PTE. LTD.'],7000,14000,"['Wealth Management', 'Asset Management', 'CSS', 'Data Structures', 'Interpersonal Skills', 'AngularJS', 'Application Development', 'JavaScript', 'Administration', 'Written Communication', 'Debugging']",1,11
"Global Banking & Markets, Data Analytics & Reporting, Executive Director, Singapore",1,['GOLDMAN SACHS SERVICES (SINGAPORE) PTE. LTD.'],8000,16000,"['Tableau', 'Analytical Approach', 'Detail Oriented', 'Query Language', 'Mathematics', 'Alteryx', 'Computer Science', 'SQL', 'Time Management', 'Analytics Tools', 'leading stakeholders', 'Statistics', 'Communicating with end users', 'Power BI', 'Data Warehousing', 'Self Motivation', 'Data Visualisation']",1,17
"Global Data Center Infrastructure Technology Expert, Dcs",1,['BYTEDANCE PTE. LTD.'],10000,20000,"['System Commissioning', 'Power Generation', 'UPS Systems', 'Chillers', 'HVAC', 'Electrical', 'Cooling Towers', 'Cloud Infrastructure', 'Design for Safety', 'MEP Design', 'Represent team', 'Good Written Communication Skills', 'Electrical Engineering', 'Data Center Architecture', 'Mechanical Engineering', 'Commissioning Coordination']",1,16
Global Facilities Cost Data Program Manager,1,['MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD.'],6000,10000,"['Liaising with cross functional teams', 'Automation Management in Product Development', 'Teamwork', 'Performance Reporting', 'Process Improvement', 'DAX', 'Governance', 'Cross-functional Coordination', 'reporting solution', 'Data Governance', 'Business Requirement Analysis', 'Analytical and Problem-Solving Skills', 'Sap Support', 'Business Reporting', 'Powerapps', 'Solution Deployment']",1,16
Group Compliance Director And Group Data Protection Officer,1,['SINGHAIYI GROUP PTE. LTD.'],15000,18000,"['Board Leadership', 'Corporate Governance', 'Due Diligence', 'Regulatory Compliance', 'Enterprise Risk Management', 'Real Estate Investment Trust - Reit', 'accurate filing', 'Know Your Client - KYC', 'Governance', 'Data Protection Legislation', 'Fluent English', 'Microsoft Office 365', 'company secretarial responsibility', 'privacy and data protection', 'AML', 'Corporate Compliance', 'Stakeholder Management', 'Data Protection Management', 'Control Support', 'Able To Work Independently']",1,20
Group Data & AI Governance Specialist,1,['GXS BANK PTE. LTD.'],5000,7000,"['Automation Systems', 'Ensuring Data Accuracy', 'departmental audits', 'Large Scale Systems', 'Cross-functional Coordination', 'Risk Management', 'Financial Crime Laws and Regulations', 'Data Lineage', 'implementing data protection', 'Business Risk Assessment', 'Feature Engineering', 'Generative AI', 'Technical Guidance', 'Data Quality Management', 'Data Warehousing', 'Regulatory Frameworks']",1,16
"Head, Core & Data Platforms",1,['MAYBANK SINGAPORE LIMITED'],18000,23000,"['Contacting candidates', 'Regulatory Compliance', 'Development', 'Engineering Management', 'Deliver Ongoing Business Intelligence', 'Platform Modernization', 'Core Banking', 'Risk Management', 'Banking Operations', 'Fixed Platform', 'Enterprise Systems', 'Software Upgrades', 'Business Resilience', 'Team Management', 'leading stakeholders', 'Enterprise IT Strategy']",1,16
"Head, Data Management Capabilities Enablement, CIB",1,['STANDARD CHARTERED BANK'],12350,24700,"['Communication', 'identify markets', 'Chartered accounting', 'Analytical Thinking', 'global business transformation', 'Oral Care', 'Scientific Expertise', 'International Finance', 'Lifecycle Marketing', 'Time Management', 'Stakeholder Management', 'Business Process Design', 'CDO', 'Agile & Waterfall Methodologies', 'Preparing Project Reports', 'Corporate Banking Solution']",1,16
IMC – IT Engineer,1,['VISIONPOWER SEMICONDUCTOR MANUFACTURING COMPANY PTE. LTD.'],4200,8500,"['MES', 'Computer-Integrated Manufacturing (Cim)', 'JavaScript', 'SPC (Statistic Process Control)', 'Python', 'Engineering', 'Data and Information Management', 'Team Player', 'Java', 'Automated Processes']",1,10
Incident Response Analyst,1,['ASTREYA ASIA PACIFIC PTE. LIMITED'],4000,6500,"['Infrastructure Monitoring', 'implementing monitoring tools', 'Coordination', 'Incident Management Process', 'Alarm Systems', 'shifts schedules', 'DCM', 'Fluent English', 'Monitoring', 'Data Centre Facilities Management', 'High Pressure', 'Alarm System Management', 'Incident Handling', 'BMS', 'Facilities Management', 'Building Management Systems']",1,16
Information Technology,3,['SINGAPORE AIRLINES LIMITED'],4500,11000,"['Python', 'API', 'Scala', 'Computer Vision', 'PyTorch', 'GCP', 'Data Science', 'AI Agents', 'Data Orchestration', 'AWS', 'Software Engineering', 'Information Technology', 'AWS Cloud Development Kit (CDK)', 'Core Java', 'CI/CD', 'Agile Development', 'Machine Learning', 'Physics', 'Mathematics', 'Statistics', 'Prediction', 'Java', 'Mentoring', 'Scalability', 'Kanban', 'Technical Direction', 'Tuning']",1,27
Lead Data & Integration Engineer,2,"['ENCORA TECHNOLOGIES PTE. LTD.', 'SAKSOFT PTE LIMITED']",8000,10000,"['Liaising with cross functional teams', 'scalable solutions', 'data-flow diagrams', 'Quality and Performance', 'Data Integration', 'Data Engineering', 'Systems Analysis and Design', 'Data Migration', 'Systems Analysis', 'SQL', 'Python', 'Enterprise Integration', 'data integration projects', 'Data Contracts', 'TensorFlow', 'Machine Learning', 'Identify Gaps', 'Pipelines', 'Organization & prioritization skills', 'ETL', 'Translate Into Technical Requirements']",2,21
Lead Investment Data Management,1,['INVARTIS CONSULTING PTE. LTD.'],18000,21000,"['Futures', 'Return on Investment', 'IRS', 'leading technical teams', 'Data Governance', 'Data Lineage', 'Regulatory Documentation', 'TRS', 'EDM', 'CDS', 'Data Architecture', 'Data Quality Management', 'Financial Data', 'Insurance', 'Stochastic Processes', 'Mapping']",1,16
"Lead, BIomedical Data Strategy",1,['CORNERSTONE GLOBAL PARTNERS PTE. LTD.'],10000,13000,"['large datasets', 'Data Orchestration', 'Medicine', 'scientific discipline', 'Medical Informatics', 'Health Informatics', 'Data Governance', 'Standardization', 'Research Methodology', 'Data Analysis and Interpretation', 'Bioinformatics', 'Developing Leads', 'lead programmes', 'Stakeholder Management', 'Health Authorities', 'Advanced Training']",1,16
